107112401|20010103|['1070000002', '1070000077']
107120961|20010103|['1070000078']
107118111|20010103|['1070000089']
107112201|20010103|['1070000094']
107120531|20010103|['1070000095']
107113650|20010103|['1070000111', '1070000179']
107114840|20010103|['1070000112']
107116790|20010103|['1070000140', '1070000193']
107113200|20010103|['1070000141']
107114240|20010103|['1070000143']
107117580|20010103|['1070000147']
107119830|20010103|['1070000164']
107120680|20010103|['1070000176']
107114410|20010103|['1070000181']
107117170|20010103|['1070000183']
107120730|20010103|['1070000185']
107118120|20010103|['1070000187']
107120780|20010103|['1070000189']
107118200|20010103|['1070000191']
107114150|20010103|['1070000224', '1070000240']
107113310|20010103|['1070000241']
107113320|20010103|['1070000244']
107112531|20010104|['1070000298', '1070000299', '1070000300', '1070000311', '1070000334']
107120181|20010104|['1070000319']
107118321|20010104|['1070000323']
107112651|20010104|['1070000327']
107118161|20010104|['1070000332']
107113281|20010104|['1070000335']
107114101|20010105|['1070000360', '1070000367', '1070000370']
107120961|20010105|['1070000363', '1070000444']
107112401|20010105|['1070000386']
107115011|20010105|['1070000388', '1070000390']
107113561|20010105|['1070000394']
107114621|20010105|['1070000412', '1070000459', '1070000461']
107113881|20010105|['1070000413']
107111861|20010105|['1070000415']
107113601|20010105|['1070000422']
107118401|20010105|['1070000424']
107113951|20010105|['1070000430', '1070000434']
107118351|20010105|['1070000436']
107113921|20010105|['1070000438']
107116431|20010105|['1070000442']
107118131|20010105|['1070000446']
107112651|20010105|['1070000452']
107117261|20010105|['1070000457']
107116421|20010105|['1070000468']
107120181|20010105|['1070000470']
107114240|20010106|['1070000486']
107121700|20010106|['1070000487', '1070000754']
107113420|20010106|['1070000488']
107113170|20010106|['1070000489']
107116790|20010106|['1070000490']
107119920|20010106|['1070000491', '1070000757']
107118070|20010106|['1070000517', '1070000534', '1070000657', '1070000678', '1070000688', '1070000698', '1070000708', '1070000718', '1070000728']
107112401|20010108|['1070000792']
107115011|20010108|['1070000793', '1070000795']
107116421|20010108|['1070000800']
107120961|20010120|['1070000823']
107113921|20010120|['1070000824']
107112401|20010120|['1070000825', '1070000841']
107113601|20010120|['1070000826', '1070000831', '1070000838']
107114091|20010120|['1070000827', '1070000832', '1070000835', '1070000839']
107118321|20010120|['1070000833']
107119591|20010120|['1070000836']
107117351|20010120|['1070000837']
107114840|20010120|['1070000856']
107115011|20010122|['1070000871', '1070000873']
107120961|20010122|['1070000872', '1070000888']
107113271|20010122|['1070000874', '1070000878']
107114171|20010122|['1070000884']
107112401|20010122|['1070000886']
107119591|20010122|['1070000892', '1070001007', '1070001058']
107112231|20010122|['1070000909']
107116401|20010122|['1070000916', '1070000970', '1070000976', '1070000978', '1070000979', '1070000980', '1070000982', '1070000983', '1070000984', '1070000985', '1070000988', '1070000990', '1070000991', '1070000992', '1070000993', '1070000994', '1070000995']
107116471|20010122|['1070000917']
107113281|20010122|['1070000918', '1070000961']
107117351|20010122|['1070000928', '1070000960', '1070000974', '1070001057']
107116441|20010122|['1070000929', '1070000972']
107112861|20010122|['1070000930', '1070001006']
107120181|20010122|['1070000932', '1070000962']
107117411|20010122|['1070000937']
107114511|20010122|['1070000939', '1070000940']
107118161|20010122|['1070000941', '1070000942', '1070001042', '1070001044', '1070001045', '1070001048', '1070001059', '1070001060']
107120391|20010122|['1070000943', '1070000945', '1070001063', '1070001052']
107114121|20010122|['1070000944', '1070001029', '1070001030', '1070001032', '1070001033', '1070001034', '1070001035', '1070001036', '1070001037', '1070001038', '1070001039', '1070001040', '1070001041']
107118291|20010122|['1070000952']
107113101|20010122|['1070000954']
107111861|20010122|['1070000955', '1070001009', '1070001061']
107113981|20010122|['1070000956']
107118321|20010122|['1070000959']
107112321|20010122|['1070000963', '1070001046']
107112201|20010122|['1070000964', '1070000965', '1070000966', '1070000968', '1070001066']
107118171|20010122|['1070000973']
107113881|20010122|['1070000981']
107113561|20010122|['1070000996']
107116421|20010122|['1070000997', '1070001008', '1070001019']
107111891|20010122|['1070000999', '1070001000']
107118701|20010122|['1070001002', '1070001067', '1070001068']
107116411|20010122|['1070001003']
107116481|20010122|['1070001004']
107117461|20010122|['1070001005']
107116501|20010122|['1070001010', '1070001025', '1070001043']
107114101|20010122|['1070001011']
107116451|20010122|['1070001012', '1070001014', '1070001015', '1070001016']
107113461|20010122|['1070001018']
107111761|20010122|['1070001053']
107113951|20010122|['1070001062']
107118361|20010122|['1070001072', '1070001077', '1070001078']
107114091|20010122|['1070001075']
107112651|20010122|['1070001098']
107118231|20010122|['1070001101']
107113101|20010123|['1070001117']
107114171|20010123|['1070001125']
107118321|20010123|['1070001139']
107116421|20010123|['1070001145', '1070001272', '1070001274']
107115011|20010123|['1070001152', '1070001184']
107113561|20010123|['1070001154', '1070001263']
107116441|20010123|['1070001161']
107116431|20010123|['1070001168', '1070001176', '1070001248', '1070001250', '1070001251', '1070001252', '1070001253', '1070001254']
107113281|20010123|['1070001179', '1070001266']
107113601|20010123|['1070001190', '1070001195', '1070001247', '1070001249', '1070001256']
107114091|20010123|['1070001191']
107112201|20010123|['1070001192', '1070001258']
107117461|20010123|['1070001193']
107113921|20010123|['1070001194']
107119591|20010123|['1070001204', '1070001268']
107117351|20010123|['1070001206', '1070001219', '1070001269']
107112231|20010123|['1070001213']
107118131|20010123|['1070001217']
107114121|20010123|['1070001221', '1070001278']
107112531|20010123|['1070001236', '1070001237', '1070001239', '1070001240']
107118161|20010123|['1070001245', '1070001261']
107112861|20010123|['1070001246']
107117261|20010123|['1070001255', '1070001267']
107111761|20010123|['1070001257', '1070001277']
107116481|20010123|['1070001259']
107113881|20010123|['1070001264']
107118331|20010123|['1070001265']
107118171|20010123|['1070001270']
107121351|20010123|['1070001271']
107118701|20010123|['1070001273', '1070001275', '1070001276']
107112641|20010124|['1070001296', '1070001297', '1070001301', '1070001372']
107114511|20010124|['1070001304', '1070001317']
107119591|20010124|['1070001309']
107113601|20010124|['1070001318', '1070001358']
107113271|20010124|['1070001320']
107114621|20010124|['1070001323']
107116421|20010124|['1070001329', '1070001365']
107120961|20010124|['1070001330', '1070001357']
107113281|20010124|['1070001331']
107114101|20010124|['1070001335']
107120181|20010124|['1070001343']
107115011|20010124|['1070001347']
107116451|20010124|['1070001354']
107114091|20010124|['1070001355']
107116431|20010124|['1070001356']
107117431|20010124|['1070001359', '1070001380']
107118161|20010124|['1070001360', '1070001369']
107112231|20010124|['1070001361']
107112991|20010124|['1070001371']
107120391|20010124|['1070001374']
107118701|20010124|['1070001378']
107116441|20010124|['1070001381']
107118401|20010124|['1070001383']
107117351|20010124|['1070001384']
107114121|20010124|['1070001385']
107115351|20010125|['1070001409', '1070001438', '1070001472']
107115011|20010125|['1070001414', '1070001420']
107120961|20010125|['1070001419']
107118131|20010125|['1070001427']
107113921|20010125|['1070001435', '1070001440']
107116421|20010125|['1070001449']
107112321|20010125|['1070001450']
107120181|20010125|['1070001451']
107116471|20010125|['1070001452']
107117431|20010125|['1070001454']
107112231|20010125|['1070001456']
107114101|20010125|['1070001457', '1070001462']
107121351|20010125|['1070001459']
107116501|20010125|['1070001460', '1070001461', '1070001464']
107113981|20010125|['1070001466']
107114121|20010125|['1070001467', '1070001468']
107115011|20010129|['1070001478']
107120181|20010129|['1070001481', '1070001492']
107120961|20010129|['1070001489', '1070001614', '1070001615']
107120190|20010129|['1070001494']
107114561|20010129|['1070001500', '1070001502']
107118331|20010129|['1070001514']
107113921|20010129|['1070001515', '1070001592', '1070001616', '1070001617']
107116461|20010129|['1070001521', '1070001523']
107113951|20010129|['1070001528']
107112641|20010129|['1070001538']
107113601|20010129|['1070001542']
107116421|20010129|['1070001544', '1070001604']
107121791|20010129|['1070001557']
107118161|20010129|['1070001559']
107113881|20010129|['1070001565']
107113561|20010129|['1070001569']
107112301|20010129|['1070001580']
107112861|20010129|['1070001586', '1070001611', '1070001613']
107113461|20010129|['1070001595', '1070001596', '1070001597']
107114621|20010129|['1070001598', '1070001601']
107119071|20010129|['1070001602']
107115351|20010129|['1070001606']
107112991|20010129|['1070001607']
107118701|20010129|['1070001608']
107112401|20010129|['1070001612']
107120961|20010130|['1070001641', '1070001731']
107112941|20010130|['1070001645', '1070001724']
107117261|20010130|['1070001646', '1070001659', '1070001663', '1070001839']
107112221|20010130|['1070001647', '1070001727']
107113921|20010130|['1070001648', '1070001860']
107112231|20010130|['1070001655', '1070001785']
107121251|20010130|['1070001666']
107118321|20010130|['1070001670', '1070001846']
107118701|20010130|['1070001680', '1070001682', '1070001683', '1070001865']
107117431|20010130|['1070001689', '1070001844']
107116441|20010130|['1070001694', '1070001836', '1070001845']
107117351|20010130|['1070001697']
107112321|20010130|['1070001701', '1070001851', '1070001852', '1070001853']
107112641|20010130|['1070001706']
107113461|20010130|['1070001708', '1070001709', '1070001821', '1070001823']
107117461|20010130|['1070001721']
107118381|20010130|['1070001723', '1070001803']
107116471|20010130|['1070001725']
107120531|20010130|['1070001726', '1070001890']
107114121|20010130|['1070001729']
107118331|20010130|['1070001730']
107120621|20010130|['1070001732', '1070001827']
107113101|20010130|['1070001733']
107116451|20010130|['1070001734']
107118171|20010130|['1070001735', '1070001854']
107115351|20010130|['1070001736']
107120181|20010130|['1070001737']
107112401|20010130|['1070001738', '1070001774']
107115011|20010130|['1070001739']
107113601|20010130|['1070001745', '1070001838']
107118351|20010130|['1070001783', '1070001800']
107114021|20010130|['1070001793']
107114621|20010130|['1070001810', '1070001817']
107116431|20010130|['1070001833', '1070001834', '1070001835']
107121351|20010130|['1070001840', '1070001847']
107116461|20010130|['1070001843']
107112991|20010130|['1070001848']
107117411|20010130|['1070001850', '1070001858']
107120391|20010130|['1070001855']
107118231|20010130|['1070001856']
107114511|20010130|['1070001857']
107113281|20010130|['1070001861', '1070001867']
107114091|20010130|['1070001863']
107112531|20010130|['1070001864']
107116401|20010130|['1070001866']
107118120|20010130|['1070001904']
107120840|20010130|['1070001907']
107114380|20010130|['1070001908']
107117040|20010130|['1070001909']
107116910|20010130|['1070001916', '1070001951']
107119130|20010130|['1070001917']
107116810|20010130|['1070001919']
107119920|20010130|['1070001925', '1070001991', '1070001992']
107113020|20010130|['1070001931']
107114200|20010130|['1070001936']
107113400|20010130|['1070001952']
107118820|20010130|['1070001953']
107115720|20010130|['1070001968']
107113050|20010130|['1070001970']
