110120961|20070104|['1100000127', '1100000129', '1100000349']
110118361|20070104|['1100000131']
110118321|20070104|['1100000135']
110121251|20070104|['1100000137']
110120621|20070104|['1100000139']
110117411|20070104|['1100000142', '1100000218']
110120181|20070104|['1100000144', '1100000274', '1100000275', '1100000325', '1100000345']
110116421|20070104|['1100000152']
110118701|20070104|['1100000154', '1100000201', '1100000202', '1100000261', '1100000292', '1100000295', '1100000296', '1100000297', '1100000311']
110113461|20070104|['1100000158', '1100000199', '1100000278', '1100000280', '1100000283', '1100000284', '1100000285', '1100000286', '1100000289', '1100000290', '1100000312', '1100000337']
110118351|20070104|['1100000166', '1100000167', '1100000240', '1100000314', '1100000315']
110116431|20070104|['1100000174', '1100000175']
110114511|20070104|['1100000180', '1100000181', '1100000182', '1100000183', '1100000323', '1100000324', '1100000326', '1100000327', '1100000328']
110116461|20070104|['1100000195']
110119591|20070104|['1100000196', '1100000198', '1100000206']
110113921|20070104|['1100000200']
110113561|20070104|['1100000204', '1100000331']
110119071|20070104|['1100000205']
110117451|20070104|['1100000207']
110118301|20070104|['1100000209', '1100000304']
110116511|20070104|['1100000217']
110118161|20070104|['1100000220', '1100000222', '1100000294', '1100000318']
110116451|20070104|['1100000221', '1100000223', '1100000243']
110117431|20070104|['1100000224', '1100000277', '1100000305', '1100000355']
110117351|20070104|['1100000225', '1100000229', '1100000276']
110116401|20070104|['1100000227', '1100000228', '1100000230', '1100000231', '1100000232', '1100000234', '1100000236', '1100000237', '1100000238', '1100000239', '1100000242', '1100000246', '1100000247', '1100000264', '1100000265', '1100000266', '1100000267', '1100000269', '1100000271', '1100000320', '1100000333']
110116411|20070104|['1100000248']
110120391|20070104|['1100000250', '1100000251', '1100000253', '1100000254', '1100000303', '1100000310', '1100000330']
110117261|20070104|['1100000255', '1100000256', '1100000257', '1100000259', '1100000260', '1100000262', '1100000263', '1100000306']
110116391|20070104|['1100000272', '1100000287']
110116501|20070104|['1100000273']
110117271|20070104|['1100000293', '1100000322']
110114021|20070104|['1100000298']
110121791|20070104|['1100000302']
110116441|20070104|['1100000316', '1100000317']
110113881|20070104|['1100000319']
110118221|20070104|['1100000346']
110117571|20070104|['1100000357']
110120850|20070105|['1100000370', '1100000567']
110118990|20070105|['1100000372']
110116060|20070105|['1100000373']
110120380|20070105|['1100000377', '1100000380']
110116790|20070105|['1100000378', '1100000382', '1100000387', '1100000394', '1100000400', '1100000419']
110121410|20070105|['1100000379', '1100000393']
110121720|20070105|['1100000381', '1100000540']
110117610|20070105|['1100000395', '1100000518']
110115310|20070105|['1100000399']
110119060|20070105|['1100000408']
110117520|20070105|['1100000413']
110119920|20070105|['1100000421', '1100000492', '1100000587']
110117120|20070105|['1100000431']
110120460|20070105|['1100000433', '1100000590', '1100000593']
110116090|20070105|['1100000442', '1100000583']
110120950|20070105|['1100000445']
110115930|20070105|['1100000447']
110120000|20070105|['1100000449']
110118880|20070105|['1100000451']
110117010|20070105|['1100000457']
110119010|20070105|['1100000460']
110115560|20070105|['1100000462']
110119750|20070105|['1100000464']
110115690|20070105|['1100000466']
110116650|20070105|['1100000468']
110116270|20070105|['1100000470']
110116640|20070105|['1100000474']
110121230|20070105|['1100000476']
110115650|20070105|['1100000478']
110117660|20070105|['1100000480']
110115020|20070105|['1100000482']
110115330|20070105|['1100000485']
110114730|20070105|['1100000490']
110120450|20070105|['1100000515', '1100000517']
110121220|20070105|['1100000519']
110119340|20070105|['1100000521']
110119830|20070105|['1100000545', '1100000547', '1100000551']
110120730|20070105|['1100000570']
110117000|20070105|['1100000572']
110117200|20070105|['1100000574']
110121370|20070105|['1100000576']
110116100|20070105|['1100000578']
110119450|20070105|['1100000580']
110114890|20070105|['1100000585']
110120961|20070108|['1100000728', '1100000729', '1100000793', '1100000814', '1100000841']
110118361|20070108|['1100000735']
110113921|20070108|['1100000737']
110118231|20070108|['1100000739']
110116391|20070108|['1100000741']
110113601|20070108|['1100000742']
110116441|20070108|['1100000743']
110118301|20070108|['1100000767']
110119591|20070108|['1100000773', '1100000816']
110118321|20070108|['1100000777', '1100000778']
110120181|20070108|['1100000790', '1100000817']
110118161|20070108|['1100000802']
110118401|20070108|['1100000809', '1100000810']
110114751|20070108|['1100000818']
110119071|20070108|['1100000820']
110121541|20070108|['1100000822']
110117431|20070108|['1100000824']
110113461|20070108|['1100000825']
110117261|20070108|['1100000827']
110116481|20070108|['1100000828']
110120591|20070108|['1100000829', '1100000830']
110113881|20070108|['1100000831']
110114651|20070108|['1100000832']
110118361|20070109|['1100000852']
110119591|20070109|['1100000855', '1100001002', '1100001005', '1100001023', '1100001027', '1100001031', '1100001037', '1100001047', '1100001062']
110114101|20070109|['1100000867', '1100001055']
110117271|20070109|['1100000871']
110114621|20070109|['1100000873']
110118161|20070109|['1100000876', '1100000878', '1100000882', '1100001050', '1100001068']
110113951|20070109|['1100000880', '1100000936']
110118241|20070109|['1100000888']
110115011|20070109|['1100000890']
110118301|20070109|['1100000911', '1100000913', '1100001001', '1100001051']
110116471|20070109|['1100000915']
110120961|20070109|['1100000922', '1100000926', '1100001079']
